kgcid,groupname,country,year,relative_size,size,religion_1,religion_2
411,Kashmiri Buddhist Ladakhis,India,2006,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2007,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2008,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2009,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2010,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2011,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2012,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2013,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2014,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2015,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2016,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2017,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2018,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2019,,,Buddhist,
411,Kashmiri Buddhist Ladakhis,India,2020,,,Buddhist,
412,Nagas,India,1960,0.01,901095,Christian,Buddhist
412,Nagas,India,1961,0.01,919284,Christian,Buddhist
412,Nagas,India,1962,0.01,938154,Christian,Buddhist
412,Nagas,India,1963,0.01,957651,Christian,Buddhist
412,Nagas,India,1964,0.01,977696,Christian,Buddhist
412,Nagas,India,1965,0.01,998247,Christian,Buddhist
412,Nagas,India,1966,0.01,1019263,Christian,Buddhist
412,Nagas,India,1967,0.01,1040801,Christian,Buddhist
412,Nagas,India,1968,0.01,1063028,Christian,Buddhist
412,Nagas,India,1969,0.01,1086169,Christian,Buddhist
412,Nagas,India,1970,0.01,1110380,Christian,Buddhist
412,Nagas,India,1971,0.01,1135736,Christian,Buddhist
412,Nagas,India,1972,0.01,1162175,Christian,Buddhist
412,Nagas,India,1973,0.01,1189540,Christian,Buddhist
412,Nagas,India,1974,0.01,1217605,Christian,Buddhist
412,Nagas,India,1975,0.01,1246206,Christian,Buddhist
412,Nagas,India,1976,0.01,1275260,Christian,Buddhist
412,Nagas,India,1977,0.01,1304818,Christian,Buddhist
412,Nagas,India,1978,0,1335000,Christian,Buddhist
412,Nagas,India,1979,0,1365991,Christian,Buddhist
412,Nagas,India,1980,0,1397906,Christian,Buddhist
412,Nagas,India,1981,0,1430770,Christian,Buddhist
412,Nagas,India,1982,0,1464479,Christian,Buddhist
412,Nagas,India,1983,0,1498858,Christian,Buddhist
412,Nagas,India,1984,0,1533667,Christian,Buddhist
412,Nagas,India,1985,0,1568720,Christian,Buddhist
412,Nagas,India,1986,0,1603950,Christian,Buddhist
412,Nagas,India,1987,0,1639364,Christian,Buddhist
412,Nagas,India,1988,0,1674938,Christian,Buddhist
412,Nagas,India,1989,0,1710669,Christian,Buddhist
412,Nagas,India,1990,0,1746556,Christian,Buddhist
412,Nagas,India,1991,0,1782546,Christian,Buddhist
412,Nagas,India,1992,0,1818614,Christian,Buddhist
412,Nagas,India,1993,0,1854808,Christian,Buddhist
412,Nagas,India,1994,0,1891204,Christian,Buddhist
412,Nagas,India,1995,0,1927845,Christian,Buddhist
412,Nagas,India,1996,0,1964730,Christian,Buddhist
412,Nagas,India,1997,0,2001800,Christian,Buddhist
412,Nagas,India,1998,0,2038967,Christian,Buddhist
412,Nagas,India,1999,0,2076116,Christian,Buddhist
412,Nagas,India,2000,0,2113151,Christian,Buddhist
412,Nagas,India,2001,0,2150000,Christian,Buddhist
412,Nagas,India,2002,0,2186634,Christian,Buddhist
412,Nagas,India,2003,0,2223046,Christian,Buddhist
412,Nagas,India,2004,0,2259247,Christian,Buddhist
412,Nagas,India,2005,0,2295220,Christian,Buddhist
412,Nagas,India,2006,0,2330973,Christian,Buddhist
412,Nagas,India,2007,0,2366419,Christian,Buddhist
412,Nagas,India,2008,0,2401340,Christian,Buddhist
412,Nagas,India,2009,0,2435452,Christian,Buddhist
412,Nagas,India,2010,0,2468562,Christian,Buddhist
412,Nagas,India,2011,0,2500576,Christian,Buddhist
412,Nagas,India,2012,0,2531560,Christian,Buddhist
412,Nagas,India,2013,0,2561684,Christian,Buddhist
412,Nagas,India,2014,0,2591202,Christian,Buddhist
412,Nagas,India,2015,0,2620305,Christian,Buddhist
412,Nagas,India,2016,0,2649034,Christian,Buddhist
412,Nagas,India,2017,0,2677354,Christian,Buddhist
412,Nagas,India,2018,0,2705285,Christian,Buddhist
412,Nagas,India,2019,0,2732836,Christian,Buddhist
412,Nagas,India,2020,0,2760009,Christian,Buddhist
413,Acehnese,Indonesia,1978,0.02,1406217,Sunni Muslim,
413,Acehnese,Indonesia,1979,0.02,1440098,Sunni Muslim,
413,Acehnese,Indonesia,1980,0.02,1474478,Sunni Muslim,
413,Acehnese,Indonesia,1981,0.02,1509382,Sunni Muslim,
413,Acehnese,Indonesia,1982,0.02,1544682,Sunni Muslim,
413,Acehnese,Indonesia,1983,0.02,1580092,Sunni Muslim,
413,Acehnese,Indonesia,1984,0.02,1615234,Sunni Muslim,
413,Acehnese,Indonesia,1985,0.02,1649825,Sunni Muslim,
413,Acehnese,Indonesia,1986,0.02,1683743,Sunni Muslim,
413,Acehnese,Indonesia,1987,0.02,1717028,Sunni Muslim,
413,Acehnese,Indonesia,1988,0.01,1749760,Sunni Muslim,
413,Acehnese,Indonesia,1989,0.01,1782091,Sunni Muslim,
413,Acehnese,Indonesia,1990,0.01,1814134,Sunni Muslim,
413,Acehnese,Indonesia,1991,0.01,1845919,Sunni Muslim,
413,Acehnese,Indonesia,1992,0.01,1877398,Sunni Muslim,
413,Acehnese,Indonesia,1993,0.01,1908512,Sunni Muslim,
413,Acehnese,Indonesia,1994,0.01,1939175,Sunni Muslim,
413,Acehnese,Indonesia,1995,0.01,1969343,Sunni Muslim,
413,Acehnese,Indonesia,1996,0.01,1999012,Sunni Muslim,
413,Acehnese,Indonesia,1997,0.01,2028264,Sunni Muslim,
413,Acehnese,Indonesia,1998,0.01,2057246,Sunni Muslim,
413,Acehnese,Indonesia,1999,0.01,2086152,Sunni Muslim,
413,Acehnese,Indonesia,2000,0.01,2115138,Sunni Muslim,
413,Acehnese,Indonesia,2001,0.01,2144274,Sunni Muslim,
413,Acehnese,Indonesia,2002,0.01,2173578,Sunni Muslim,
413,Acehnese,Indonesia,2003,0.01,2203095,Sunni Muslim,
413,Acehnese,Indonesia,2004,0.01,2232857,Sunni Muslim,
413,Acehnese,Indonesia,2005,0.01,2262895,Sunni Muslim,
413,Acehnese,Indonesia,2006,0.01,2293183,Sunni Muslim,
413,Acehnese,Indonesia,2007,0.01,2323742,Sunni Muslim,
413,Acehnese,Indonesia,2008,0.01,2354698,Sunni Muslim,
413,Acehnese,Indonesia,2009,0.01,2386206,Sunni Muslim,
413,Acehnese,Indonesia,2010,0.01,2418342,Sunni Muslim,
413,Acehnese,Indonesia,2011,0.01,2451160,Sunni Muslim,
413,Acehnese,Indonesia,2012,0.01,2484517,Sunni Muslim,
413,Acehnese,Indonesia,2013,0.01,2518053,Sunni Muslim,
413,Acehnese,Indonesia,2014,0.01,2551281,Sunni Muslim,
413,Acehnese,Indonesia,2015,0.01,2583833,Sunni Muslim,
413,Acehnese,Indonesia,2016,0.01,2615564,Sunni Muslim,
413,Acehnese,Indonesia,2017,0.01,2646510,Sunni Muslim,
413,Acehnese,Indonesia,2018,0.01,2676705,Sunni Muslim,
413,Acehnese,Indonesia,2019,0.01,2706256,Sunni Muslim,
413,Acehnese,Indonesia,2020,0.01,2735236,Sunni Muslim,
414,Kurds,Iraq,1961,0.63,1270809,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1962,0.61,1304617,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1963,0.6,1341115,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1964,0.58,1380774,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1965,0.56,1423885,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1966,0.54,1470698,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1967,0.52,1521057,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1968,0.51,1574317,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1969,0.49,1629549,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1970,0.47,1686056,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1971,0.46,1743495,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1972,0.44,1801942,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1973,0.43,1861651,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1974,0.41,1923051,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1975,0.4,1986378,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1976,0.39,2051675,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1977,0.38,2118550,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1978,0.36,2186315,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1979,0.35,2254048,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1980,0.34,2321069,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1981,0.33,2387500,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1982,0.33,2453519,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1983,0.32,2518661,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1984,0.31,2582367,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1985,0.3,2644487,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1986,0.3,2704660,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1987,0.29,2763702,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1988,0.28,2824094,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1989,0.28,2889140,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1990,0.27,2961249,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1991,0.26,3041208,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1992,0.26,3128466,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1993,0.25,3222365,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1994,0.24,3321689,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1995,0.23,3425388,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1996,0.23,3533122,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1997,0.22,3644728,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1998,0.21,3759436,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,1999,0.21,3876350,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2000,0.2,3994590,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2001,0.19,4115390,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2002,0.19,4238427,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2003,0.18,4359566,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2004,0.17,4473352,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2005,0.17,4576787,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2006,0.18,4666181,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2007,0.17,4744911,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2008,0.17,4825576,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2009,0.16,4925437,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2010,0.16,5056136,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2011,0.15,5223302,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2012,0.15,5421302,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2013,0.14,5636700,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2014,0.14,5850031,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2015,0.13,6047286,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2016,0.13,6223807,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2017,0.12,6383974,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2018,0.12,6533713,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2019,0.12,6289566,Sunni Muslim,Shia Muslim
414,Kurds,Iraq,2020,0.12,6435600,Sunni Muslim,Shia Muslim
415,Sardinians,Italy,1960,0.03,1626744,Catholic,
415,Sardinians,Italy,1961,0.03,1626744,Catholic,
415,Sardinians,Italy,1962,0.03,1626744,Catholic,
415,Sardinians,Italy,1963,0.03,1626744,Catholic,
415,Sardinians,Italy,1964,0.03,1626744,Catholic,
415,Sardinians,Italy,1965,0.03,1626744,Catholic,
415,Sardinians,Italy,1966,0.03,1626744,Catholic,
415,Sardinians,Italy,1967,0.03,1626744,Catholic,
415,Sardinians,Italy,1968,0.03,1626744,Catholic,
415,Sardinians,Italy,1969,0.03,1626744,Catholic,
415,Sardinians,Italy,1970,0.03,1626744,Catholic,
415,Sardinians,Italy,1971,0.03,1626744,Catholic,
415,Sardinians,Italy,1972,0.03,1626744,Catholic,
415,Sardinians,Italy,1973,0.03,1626744,Catholic,
415,Sardinians,Italy,1974,0.03,1626744,Catholic,
415,Sardinians,Italy,1975,0.03,1626744,Catholic,
415,Sardinians,Italy,1976,0.03,1626744,Catholic,
415,Sardinians,Italy,1977,0.03,1626744,Catholic,
415,Sardinians,Italy,1978,0.03,1626744,Catholic,
415,Sardinians,Italy,1979,0.03,1626744,Catholic,
415,Sardinians,Italy,1980,0.03,1626744,Catholic,
415,Sardinians,Italy,1981,0.03,1626744,Catholic,
415,Sardinians,Italy,1982,0.03,1626744,Catholic,
415,Sardinians,Italy,1983,0.03,1626744,Catholic,
415,Sardinians,Italy,1984,0.03,1626744,Catholic,
415,Sardinians,Italy,1985,0.03,1626744,Catholic,
415,Sardinians,Italy,1986,0.03,1626744,Catholic,
415,Sardinians,Italy,1987,0.03,1626744,Catholic,
415,Sardinians,Italy,1988,0.03,1626744,Catholic,
415,Sardinians,Italy,1989,0.03,1626744,Catholic,
415,Sardinians,Italy,1990,0.03,1626744,Catholic,
415,Sardinians,Italy,1991,0.03,1626744,Catholic,
415,Sardinians,Italy,1992,0.03,1626744,Catholic,
415,Sardinians,Italy,1993,0.03,1626744,Catholic,
415,Sardinians,Italy,1994,0.03,1626744,Catholic,
415,Sardinians,Italy,1995,0.03,1626744,Catholic,
415,Sardinians,Italy,1996,0.03,1626744,Catholic,
415,Sardinians,Italy,1997,0.03,1626744,Catholic,
415,Sardinians,Italy,1998,0.03,1626744,Catholic,
415,Sardinians,Italy,1999,0.03,1626744,Catholic,
415,Sardinians,Italy,2000,0.03,1626744,Catholic,
415,Sardinians,Italy,2001,0.03,1626744,Catholic,
415,Sardinians,Italy,2002,0.03,1626744,Catholic,
415,Sardinians,Italy,2003,0.03,1626744,Catholic,
415,Sardinians,Italy,2004,0.03,1625609,Catholic,
415,Sardinians,Italy,2005,0.03,1626885,Catholic,
415,Sardinians,Italy,2006,0.03,1627738,Catholic,
415,Sardinians,Italy,2007,0.03,1626744,Catholic,
415,Sardinians,Italy,2008,0.03,1626744,Catholic,
415,Sardinians,Italy,2009,0.03,1626744,Catholic,
415,Sardinians,Italy,2010,0.03,1626744,Catholic,
415,Sardinians,Italy,2011,0.03,1626744,Catholic,
415,Sardinians,Italy,2012,0.03,1626744,Catholic,
415,Sardinians,Italy,2013,0.03,1626744,Catholic,
415,Sardinians,Italy,2014,0.03,1626744,Catholic,
415,Sardinians,Italy,2015,0.03,1626744,Catholic,
417,Tuaregs,Mali,1988,,572007,Sunni Muslim,
417,Tuaregs,Mali,1989,,580784,Sunni Muslim,
417,Tuaregs,Mali,1990,,591494,Sunni Muslim,
417,Tuaregs,Mali,1991,,604487,Sunni Muslim,
417,Tuaregs,Mali,1992,,619523,Sunni Muslim,
417,Tuaregs,Mali,1993,,636102,Sunni Muslim,
417,Tuaregs,Mali,1994,,653443,Sunni Muslim,
417,Tuaregs,Mali,1995,,670996,Sunni Muslim,
418,Chin/Zomis,Myanmar,1987,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1988,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1989,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1990,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1991,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1992,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1993,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1994,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1995,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1996,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1997,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1998,,,Christian,Traditional
418,Chin/Zomis,Myanmar,1999,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2000,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2001,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2002,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2003,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2004,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2005,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2006,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2007,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2008,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2009,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2010,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2011,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2012,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2013,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2014,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2015,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2016,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2017,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2018,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2019,,,Christian,Traditional
418,Chin/Zomis,Myanmar,2020,,,Christian,Traditional
419,Mons,Myanmar,1960,,,Buddhist,
419,Mons,Myanmar,1961,,,Buddhist,
419,Mons,Myanmar,1962,,,Buddhist,
419,Mons,Myanmar,1963,,,Buddhist,
419,Mons,Myanmar,1964,,,Buddhist,
419,Mons,Myanmar,1965,,,Buddhist,
419,Mons,Myanmar,1966,,,Buddhist,
419,Mons,Myanmar,1967,,,Buddhist,
419,Mons,Myanmar,1968,,,Buddhist,
419,Mons,Myanmar,1969,,,Buddhist,
419,Mons,Myanmar,1970,,,Buddhist,
419,Mons,Myanmar,1971,,,Buddhist,
419,Mons,Myanmar,1972,,,Buddhist,
419,Mons,Myanmar,1973,,,Buddhist,
419,Mons,Myanmar,1974,,,Buddhist,
419,Mons,Myanmar,1975,,,Buddhist,
419,Mons,Myanmar,1976,,,Buddhist,
419,Mons,Myanmar,1977,,,Buddhist,
419,Mons,Myanmar,1978,,,Buddhist,
419,Mons,Myanmar,1979,,,Buddhist,
419,Mons,Myanmar,1980,,,Buddhist,
419,Mons,Myanmar,1981,,,Buddhist,
419,Mons,Myanmar,1982,,,Buddhist,
419,Mons,Myanmar,1983,,,Buddhist,
419,Mons,Myanmar,1984,,,Buddhist,
419,Mons,Myanmar,1985,,,Buddhist,
419,Mons,Myanmar,1986,,,Buddhist,
419,Mons,Myanmar,1987,,,Buddhist,
419,Mons,Myanmar,1988,,,Buddhist,
419,Mons,Myanmar,1989,,,Buddhist,
419,Mons,Myanmar,1990,,,Buddhist,
419,Mons,Myanmar,1991,,,Buddhist,
419,Mons,Myanmar,1992,,,Buddhist,
419,Mons,Myanmar,1993,,,Buddhist,
419,Mons,Myanmar,1994,,,Buddhist,
419,Mons,Myanmar,1995,,,Buddhist,
419,Mons,Myanmar,1996,,,Buddhist,
419,Mons,Myanmar,1997,,,Buddhist,
419,Mons,Myanmar,1998,,,Buddhist,
419,Mons,Myanmar,1999,,,Buddhist,
419,Mons,Myanmar,2000,,,Buddhist,
419,Mons,Myanmar,2001,,,Buddhist,
419,Mons,Myanmar,2002,,,Buddhist,
419,Mons,Myanmar,2003,,,Buddhist,
419,Mons,Myanmar,2004,,,Buddhist,
419,Mons,Myanmar,2005,,,Buddhist,
419,Mons,Myanmar,2006,,,Buddhist,
419,Mons,Myanmar,2007,,,Buddhist,
419,Mons,Myanmar,2008,,,Buddhist,
419,Mons,Myanmar,2009,,,Buddhist,
419,Mons,Myanmar,2010,,,Buddhist,
419,Mons,Myanmar,2011,,,Buddhist,
419,Mons,Myanmar,2012,,,Buddhist,
419,Mons,Myanmar,2013,,,Buddhist,
419,Mons,Myanmar,2014,,,Buddhist,
419,Mons,Myanmar,2015,,,Buddhist,
419,Mons,Myanmar,2016,,,Buddhist,
419,Mons,Myanmar,2017,,,Buddhist,
419,Mons,Myanmar,2018,,,Buddhist,
419,Mons,Myanmar,2019,,,Buddhist,
419,Mons,Myanmar,2020,,,Buddhist,
420,Indigenous Peoples and Creoles,Nicaragua,1974,0.1,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1975,0.1,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1976,0.09,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1977,0.09,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1978,0.09,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1979,0.09,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1980,0.08,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1981,0.08,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1982,0.08,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1983,0.08,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1984,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1985,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1986,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1987,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1988,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1989,0.07,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1990,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1991,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1992,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1993,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1994,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1995,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1996,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1997,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1998,0.06,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,1999,0.05,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2000,0.05,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2001,0.05,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2002,0.05,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2003,0.05,270816,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2004,0.05,268174,Traditional,Christian
420,Indigenous Peoples and Creoles,Nicaragua,2005,0.05,273459,Traditional,Christian
421,Ogoni,Nigeria,1990,0.05,476062,Traditional,Christian
421,Ogoni,Nigeria,1991,0.05,488338,Traditional,Christian
421,Ogoni,Nigeria,1992,0.05,500809,Traditional,Christian
421,Ogoni,Nigeria,1993,0.05,513504,Traditional,Christian
421,Ogoni,Nigeria,1994,0.05,526469,Traditional,Christian
421,Ogoni,Nigeria,1995,0.05,539742,Traditional,Christian
421,Ogoni,Nigeria,1996,0.05,553344,Traditional,Christian
421,Ogoni,Nigeria,1997,0.05,567288,Traditional,Christian
421,Ogoni,Nigeria,1998,0.04,581599,Traditional,Christian
421,Ogoni,Nigeria,1999,0.04,596300,Traditional,Christian
421,Ogoni,Nigeria,2000,0.04,611419,Traditional,Christian
421,Ogoni,Nigeria,2001,0.04,626970,Traditional,Christian
421,Ogoni,Nigeria,2002,0.04,642980,Traditional,Christian
421,Ogoni,Nigeria,2003,0.04,659503,Traditional,Christian
421,Ogoni,Nigeria,2004,0.04,676602,Traditional,Christian
421,Ogoni,Nigeria,2005,0.04,694325,Traditional,Christian
421,Ogoni,Nigeria,2006,0.04,712692,Traditional,Christian
421,Ogoni,Nigeria,2007,0.04,731700,Traditional,Christian
421,Ogoni,Nigeria,2008,0.03,751348,Traditional,Christian
421,Ogoni,Nigeria,2009,0.03,771625,Traditional,Christian
421,Ogoni,Nigeria,2010,0.03,792516,Traditional,Christian
421,Ogoni,Nigeria,2011,0.03,814025,Traditional,Christian
421,Ogoni,Nigeria,2012,0.03,836144,Traditional,Christian
421,Ogoni,Nigeria,2013,0.03,858829,Traditional,Christian
421,Ogoni,Nigeria,2014,0.03,882025,Traditional,Christian
421,Ogoni,Nigeria,2015,0.03,905687,Traditional,Christian
421,Ogoni,Nigeria,2016,0.03,929801,Traditional,Christian
421,Ogoni,Nigeria,2017,0.03,954366,Traditional,Christian
421,Ogoni,Nigeria,2018,0.03,979373,Traditional,Christian
421,Ogoni,Nigeria,2019,0.03,1004818,Traditional,Christian
421,Ogoni,Nigeria,2020,0.03,1030698,Traditional,Christian
422,Baluchis,Pakistan,1980,0.06,2341630,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1981,0.05,2420414,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1982,0.05,2502948,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1983,0.05,2588578,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1984,0.05,2676411,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1985,0.05,2765745,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1986,0.05,2856461,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1987,0.04,2948573,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1988,0.04,3041688,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1989,0.04,3135386,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1990,0.04,3229438,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1991,0.04,3323360,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1992,0.04,3417334,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1993,0.04,3512600,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1994,0.04,3610883,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1995,0.04,3713305,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1996,0.03,3820479,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1997,0.03,3931723,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1998,0.03,4045297,Sunni Muslim,Hindu
422,Baluchis,Pakistan,1999,0.03,4158739,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2000,0.03,4270307,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2001,0.03,4379352,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2002,0.03,4486491,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2003,0.03,4592801,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2004,0.03,4699941,Sunni Muslim,Hindu
422,Baluchis,Pakistan,2005,0.03,4809120,Sunni Muslim,Hindu
